"ISO3","Version","Gas","Year","Category","CFluxes_yr"
"CYP","V1.0 (NGHGI 2023)","CO2",2004,"HWP",0.0242871669986591
"CYP","V1.0 (NGHGI 2023)","CO2",2004,"OTHER",-0.170697476386644
"CYP","V1.0 (NGHGI 2023)","CO2",2005,"LULUCF",-0.221861028698001
"CYP","V1.0 (NGHGI 2023)","CO2",2005,"FOREST",-0.10277564463141
"CYP","V1.0 (NGHGI 2023)","CO2",2005,"DEFORESTATION",0.0236575114732684
"CYP","V1.0 (NGHGI 2023)","CO2",2005,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2005,"HWP",0.0242742345284141
"CYP","V1.0 (NGHGI 2023)","CO2",2005,"OTHER",-0.167017130068274
"CYP","V1.0 (NGHGI 2023)","CO2",2006,"LULUCF",-0.223958801252087
"CYP","V1.0 (NGHGI 2023)","CO2",2006,"FOREST",-0.104462992891791
"CYP","V1.0 (NGHGI 2023)","CO2",2006,"DEFORESTATION",0.0204364290848443
"CYP","V1.0 (NGHGI 2023)","CO2",2006,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2006,"HWP",0.0234210011548312
"CYP","V1.0 (NGHGI 2023)","CO2",2006,"OTHER",-0.163353238599972
"CYP","V1.0 (NGHGI 2023)","CO2",2007,"LULUCF",-0.188608497294061
"CYP","V1.0 (NGHGI 2023)","CO2",2007,"FOREST",-0.0468327113677074
"CYP","V1.0 (NGHGI 2023)","CO2",2007,"DEFORESTATION",0.0178108334117432
"CYP","V1.0 (NGHGI 2023)","CO2",2007,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2007,"HWP",0.0188135518313627
"CYP","V1.0 (NGHGI 2023)","CO2",2007,"OTHER",-0.178400171169459
"CYP","V1.0 (NGHGI 2023)","CO2",2008,"LULUCF",-0.25106914069271
"CYP","V1.0 (NGHGI 2023)","CO2",2008,"FOREST",-0.108429813742965
"CYP","V1.0 (NGHGI 2023)","CO2",2008,"DEFORESTATION",0.014800740499353
"CYP","V1.0 (NGHGI 2023)","CO2",2008,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2008,"HWP",0.0176435764147102
"CYP","V1.0 (NGHGI 2023)","CO2",2008,"OTHER",-0.175083643863808
"CYP","V1.0 (NGHGI 2023)","CO2",2009,"LULUCF",-0.279035919105073
"CYP","V1.0 (NGHGI 2023)","CO2",2009,"FOREST",-0.141566158219656
"CYP","V1.0 (NGHGI 2023)","CO2",2009,"DEFORESTATION",0.0117906475869629
"CYP","V1.0 (NGHGI 2023)","CO2",2009,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2009,"HWP",0.0225103546860735
"CYP","V1.0 (NGHGI 2023)","CO2",2009,"OTHER",-0.171770763158454
"CYP","V1.0 (NGHGI 2023)","CO2",2010,"LULUCF",-0.267273606872986
"CYP","V1.0 (NGHGI 2023)","CO2",2010,"FOREST",-0.13129798881912
"CYP","V1.0 (NGHGI 2023)","CO2",2010,"DEFORESTATION",0.00878062018881282
"CYP","V1.0 (NGHGI 2023)","CO2",2010,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2010,"HWP",0.0228239086458517
"CYP","V1.0 (NGHGI 2023)","CO2",2010,"OTHER",-0.167580146888531
"CYP","V1.0 (NGHGI 2023)","CO2",2011,"LULUCF",-0.302864695468878
"CYP","V1.0 (NGHGI 2023)","CO2",2011,"FOREST",-0.169029992246253
"CYP","V1.0 (NGHGI 2023)","CO2",2011,"DEFORESTATION",0.00881386474736813
"CYP","V1.0 (NGHGI 2023)","CO2",2011,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2011,"HWP",0.0237884114622538
"CYP","V1.0 (NGHGI 2023)","CO2",2011,"OTHER",-0.166436979432247
"CYP","V1.0 (NGHGI 2023)","CO2",2012,"LULUCF",-0.2958483008659
"CYP","V1.0 (NGHGI 2023)","CO2",2012,"FOREST",-0.163179099907512
"CYP","V1.0 (NGHGI 2023)","CO2",2012,"DEFORESTATION",0.00884714785576135
"CYP","V1.0 (NGHGI 2023)","CO2",2012,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2012,"HWP",0.0237810708910566
"CYP","V1.0 (NGHGI 2023)","CO2",2012,"OTHER",-0.165297419705206
"CYP","V1.0 (NGHGI 2023)","CO2",2013,"LULUCF",-0.298831573586646
"CYP","V1.0 (NGHGI 2023)","CO2",2013,"FOREST",-0.171448787137047
"CYP","V1.0 (NGHGI 2023)","CO2",2013,"DEFORESTATION",0.0174352986137233
"CYP","V1.0 (NGHGI 2023)","CO2",2013,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2013,"HWP",0.0235043202256578
"CYP","V1.0 (NGHGI 2023)","CO2",2013,"OTHER",-0.16832240528898
"CYP","V1.0 (NGHGI 2023)","CO2",2014,"LULUCF",-0.300699605200331
"CYP","V1.0 (NGHGI 2023)","CO2",2014,"FOREST",-0.173790947026953
"CYP","V1.0 (NGHGI 2023)","CO2",2014,"DEFORESTATION",0.0178013754466558
"CYP","V1.0 (NGHGI 2023)","CO2",2014,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2014,"HWP",0.022907713340267
"CYP","V1.0 (NGHGI 2023)","CO2",2014,"OTHER",-0.1676177469603
"CYP","V1.0 (NGHGI 2023)","CO2",2015,"LULUCF",-0.297433657434054
"CYP","V1.0 (NGHGI 2023)","CO2",2015,"FOREST",-0.171420036791696
"CYP","V1.0 (NGHGI 2023)","CO2",2015,"DEFORESTATION",0.0181674522795884
"CYP","V1.0 (NGHGI 2023)","CO2",2015,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2015,"HWP",0.022733096022792
"CYP","V1.0 (NGHGI 2023)","CO2",2015,"OTHER",-0.166914168944738
"CYP","V1.0 (NGHGI 2023)","CO2",2016,"LULUCF",-0.204171647042743
"CYP","V1.0 (NGHGI 2023)","CO2",2016,"FOREST",-0.0790469375027537
"CYP","V1.0 (NGHGI 2023)","CO2",2016,"DEFORESTATION",0.0184690100629313
"CYP","V1.0 (NGHGI 2023)","CO2",2016,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2016,"HWP",0.0225709201995361
"CYP","V1.0 (NGHGI 2023)","CO2",2016,"OTHER",-0.166164639802457
"CYP","V1.0 (NGHGI 2023)","CO2",2017,"LULUCF",-0.308596979176593
"CYP","V1.0 (NGHGI 2023)","CO2",2017,"FOREST",-0.184366821761643
"CYP","V1.0 (NGHGI 2023)","CO2",2017,"DEFORESTATION",0.0187705678462743
"CYP","V1.0 (NGHGI 2023)","CO2",2017,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2017,"HWP",0.022414385398951
"CYP","V1.0 (NGHGI 2023)","CO2",2017,"OTHER",-0.165415110660175
"CYP","V1.0 (NGHGI 2023)","CO2",2018,"LULUCF",-0.304245100982744
"CYP","V1.0 (NGHGI 2023)","CO2",2018,"FOREST",-0.180886985853138
"CYP","V1.0 (NGHGI 2023)","CO2",2018,"DEFORESTATION",0.0190721256296181
"CYP","V1.0 (NGHGI 2023)","CO2",2018,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2018,"HWP",0.0222353407586708
"CYP","V1.0 (NGHGI 2023)","CO2",2018,"OTHER",-0.164665581517895
"CYP","V1.0 (NGHGI 2023)","CO2",2019,"LULUCF",-0.298756890643676
"CYP","V1.0 (NGHGI 2023)","CO2",2019,"FOREST",-0.176193992810463
"CYP","V1.0 (NGHGI 2023)","CO2",2019,"DEFORESTATION",0.0194432810822279
"CYP","V1.0 (NGHGI 2023)","CO2",2019,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2019,"HWP",0.0219602408455382
"CYP","V1.0 (NGHGI 2023)","CO2",2019,"OTHER",-0.163966419760979
"CYP","V1.0 (NGHGI 2023)","CO2",2020,"LULUCF",-0.300369985437914
"CYP","V1.0 (NGHGI 2023)","CO2",2020,"FOREST",-0.178221823533375
"CYP","V1.0 (NGHGI 2023)","CO2",2020,"DEFORESTATION",0.019779169554447
"CYP","V1.0 (NGHGI 2023)","CO2",2020,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2020,"HWP",0.0213153816242677
"CYP","V1.0 (NGHGI 2023)","CO2",2020,"OTHER",-0.163242713083254
"CYP","V1.0 (NGHGI 2023)","CO2",2021,"LULUCF",-0.244722935430665
"CYP","V1.0 (NGHGI 2023)","CO2",2021,"FOREST",-0.121245103158929
"CYP","V1.0 (NGHGI 2023)","CO2",2021,"DEFORESTATION",0.0200406175989494
"CYP","V1.0 (NGHGI 2023)","CO2",2021,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2021,"HWP",0.01992350052658
"CYP","V1.0 (NGHGI 2023)","CO2",2021,"OTHER",-0.163441950397266
"CYP","V1.0 (NGHGI 2023)","CO2",2022,"LULUCF",-0.244722935430665
"CYP","V1.0 (NGHGI 2023)","CO2",2022,"FOREST",-0.121245103158929
"CYP","V1.0 (NGHGI 2023)","CO2",2022,"DEFORESTATION",0.0200406175989494
"CYP","V1.0 (NGHGI 2023)","CO2",2022,"ORG_SOILS",0
"CYP","V1.0 (NGHGI 2023)","CO2",2022,"HWP",0.01992350052658
"CYP","V1.0 (NGHGI 2023)","CO2",2022,"OTHER",-0.163441950397266
"CZE","V1.0 (NGHGI 2023)","CO2",2000,"LULUCF",-9.24334332088524
"CZE","V1.0 (NGHGI 2023)","CO2",2000,"FOREST",-8.08023563918975
"CZE","V1.0 (NGHGI 2023)","CO2",2000,"DEFORESTATION",0.297773320423574
"CZE","V1.0 (NGHGI 2023)","CO2",2000,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2000,"HWP",-1.27088126179867
"CZE","V1.0 (NGHGI 2023)","CO2",2000,"OTHER",-0.189999740320396
"CZE","V1.0 (NGHGI 2023)","CO2",2001,"LULUCF",-9.23690105690292
"CZE","V1.0 (NGHGI 2023)","CO2",2001,"FOREST",-8.05145032971472
"CZE","V1.0 (NGHGI 2023)","CO2",2001,"DEFORESTATION",0.219931677223679
"CZE","V1.0 (NGHGI 2023)","CO2",2001,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2001,"HWP",-1.20102013896431
"CZE","V1.0 (NGHGI 2023)","CO2",2001,"OTHER",-0.204362265447572
"CZE","V1.0 (NGHGI 2023)","CO2",2002,"LULUCF",-9.01095483378061
"CZE","V1.0 (NGHGI 2023)","CO2",2002,"FOREST",-7.93034239447421
"CZE","V1.0 (NGHGI 2023)","CO2",2002,"DEFORESTATION",0.193332317081156
"CZE","V1.0 (NGHGI 2023)","CO2",2002,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2002,"HWP",-1.09912473606229
"CZE","V1.0 (NGHGI 2023)","CO2",2002,"OTHER",-0.174820020325267
"CZE","V1.0 (NGHGI 2023)","CO2",2003,"LULUCF",-8.42308246060121
"CZE","V1.0 (NGHGI 2023)","CO2",2003,"FOREST",-7.05852775281125
"CZE","V1.0 (NGHGI 2023)","CO2",2003,"DEFORESTATION",0.305222116273176
"CZE","V1.0 (NGHGI 2023)","CO2",2003,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2003,"HWP",-1.48307523231272
"CZE","V1.0 (NGHGI 2023)","CO2",2003,"OTHER",-0.186701591750416
"CZE","V1.0 (NGHGI 2023)","CO2",2004,"LULUCF",-8.23750914867644
"CZE","V1.0 (NGHGI 2023)","CO2",2004,"FOREST",-6.79371799482389
"CZE","V1.0 (NGHGI 2023)","CO2",2004,"DEFORESTATION",0.294773894576213
"CZE","V1.0 (NGHGI 2023)","CO2",2004,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2004,"HWP",-1.54643673629445
"CZE","V1.0 (NGHGI 2023)","CO2",2004,"OTHER",-0.192128312134314
"CZE","V1.0 (NGHGI 2023)","CO2",2005,"LULUCF",-8.34792010006287
"CZE","V1.0 (NGHGI 2023)","CO2",2005,"FOREST",-6.96362270536361
"CZE","V1.0 (NGHGI 2023)","CO2",2005,"DEFORESTATION",0.284676690244474
"CZE","V1.0 (NGHGI 2023)","CO2",2005,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2005,"HWP",-1.43382007427691
"CZE","V1.0 (NGHGI 2023)","CO2",2005,"OTHER",-0.235154010666827
"CZE","V1.0 (NGHGI 2023)","CO2",2006,"LULUCF",-7.1874203043084
"CZE","V1.0 (NGHGI 2023)","CO2",2006,"FOREST",-4.73072336562329
"CZE","V1.0 (NGHGI 2023)","CO2",2006,"DEFORESTATION",0.209751520409049
"CZE","V1.0 (NGHGI 2023)","CO2",2006,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2006,"HWP",-2.41849410608613
"CZE","V1.0 (NGHGI 2023)","CO2",2006,"OTHER",-0.247954353008027
"CZE","V1.0 (NGHGI 2023)","CO2",2007,"LULUCF",-6.64169273312855
"CZE","V1.0 (NGHGI 2023)","CO2",2007,"FOREST",-3.66377360748874
"CZE","V1.0 (NGHGI 2023)","CO2",2007,"DEFORESTATION",0.194393835868348
"CZE","V1.0 (NGHGI 2023)","CO2",2007,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2007,"HWP",-2.92454430996542
"CZE","V1.0 (NGHGI 2023)","CO2",2007,"OTHER",-0.247768651542738
"CZE","V1.0 (NGHGI 2023)","CO2",2008,"LULUCF",-7.95009076883058
"CZE","V1.0 (NGHGI 2023)","CO2",2008,"FOREST",-5.87122178209981
"CZE","V1.0 (NGHGI 2023)","CO2",2008,"DEFORESTATION",0.212353042427526
"CZE","V1.0 (NGHGI 2023)","CO2",2008,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2008,"HWP",-2.04766089818729
"CZE","V1.0 (NGHGI 2023)","CO2",2008,"OTHER",-0.243561130970995
"CZE","V1.0 (NGHGI 2023)","CO2",2009,"LULUCF",-7.87817333847696
"CZE","V1.0 (NGHGI 2023)","CO2",2009,"FOREST",-6.81626795176433
"CZE","V1.0 (NGHGI 2023)","CO2",2009,"DEFORESTATION",0.241655091110707
"CZE","V1.0 (NGHGI 2023)","CO2",2009,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2009,"HWP",-1.04211646683787
"CZE","V1.0 (NGHGI 2023)","CO2",2009,"OTHER",-0.261444010985473
"CZE","V1.0 (NGHGI 2023)","CO2",2010,"LULUCF",-7.25249669110562
"CZE","V1.0 (NGHGI 2023)","CO2",2010,"FOREST",-5.63631012403803
"CZE","V1.0 (NGHGI 2023)","CO2",2010,"DEFORESTATION",0.253740802147737
"CZE","V1.0 (NGHGI 2023)","CO2",2010,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2010,"HWP",-1.62046178653446
"CZE","V1.0 (NGHGI 2023)","CO2",2010,"OTHER",-0.249465582680874
"CZE","V1.0 (NGHGI 2023)","CO2",2011,"LULUCF",-7.56653334699091
"CZE","V1.0 (NGHGI 2023)","CO2",2011,"FOREST",-6.73796150616403
"CZE","V1.0 (NGHGI 2023)","CO2",2011,"DEFORESTATION",0.354389053495647
"CZE","V1.0 (NGHGI 2023)","CO2",2011,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2011,"HWP",-0.96683368546053
"CZE","V1.0 (NGHGI 2023)","CO2",2011,"OTHER",-0.216127208862002
"CZE","V1.0 (NGHGI 2023)","CO2",2012,"LULUCF",-7.7459014673901
"CZE","V1.0 (NGHGI 2023)","CO2",2012,"FOREST",-7.04730068221457
"CZE","V1.0 (NGHGI 2023)","CO2",2012,"DEFORESTATION",0.212598068207373
"CZE","V1.0 (NGHGI 2023)","CO2",2012,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2012,"HWP",-0.686751871263213
"CZE","V1.0 (NGHGI 2023)","CO2",2012,"OTHER",-0.22444698211969
"CZE","V1.0 (NGHGI 2023)","CO2",2013,"LULUCF",-7.12711310811656
"CZE","V1.0 (NGHGI 2023)","CO2",2013,"FOREST",-7.01306648668225
"CZE","V1.0 (NGHGI 2023)","CO2",2013,"DEFORESTATION",0.22860647455812
"CZE","V1.0 (NGHGI 2023)","CO2",2013,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2013,"HWP",-0.118159940161179
"CZE","V1.0 (NGHGI 2023)","CO2",2013,"OTHER",-0.224493155831257
"CZE","V1.0 (NGHGI 2023)","CO2",2014,"LULUCF",-7.08703566039953
"CZE","V1.0 (NGHGI 2023)","CO2",2014,"FOREST",-6.96035708854111
"CZE","V1.0 (NGHGI 2023)","CO2",2014,"DEFORESTATION",0.235187783274469
"CZE","V1.0 (NGHGI 2023)","CO2",2014,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2014,"HWP",-0.0826724072763621
"CZE","V1.0 (NGHGI 2023)","CO2",2014,"OTHER",-0.279193947856523
"CZE","V1.0 (NGHGI 2023)","CO2",2015,"LULUCF",-7.02055433025091
"CZE","V1.0 (NGHGI 2023)","CO2",2015,"FOREST",-6.37681747128832
"CZE","V1.0 (NGHGI 2023)","CO2",2015,"DEFORESTATION",0.183329509407822
"CZE","V1.0 (NGHGI 2023)","CO2",2015,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2015,"HWP",-0.477683398078073
"CZE","V1.0 (NGHGI 2023)","CO2",2015,"OTHER",-0.349382970292337
"CZE","V1.0 (NGHGI 2023)","CO2",2016,"LULUCF",-6.13141656795703
"CZE","V1.0 (NGHGI 2023)","CO2",2016,"FOREST",-5.21130030551155
"CZE","V1.0 (NGHGI 2023)","CO2",2016,"DEFORESTATION",0.223486413067936
"CZE","V1.0 (NGHGI 2023)","CO2",2016,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2016,"HWP",-0.80447931912967
"CZE","V1.0 (NGHGI 2023)","CO2",2016,"OTHER",-0.339123356383739
"CZE","V1.0 (NGHGI 2023)","CO2",2017,"LULUCF",-4.52565735690723
"CZE","V1.0 (NGHGI 2023)","CO2",2017,"FOREST",-3.38328140876408
"CZE","V1.0 (NGHGI 2023)","CO2",2017,"DEFORESTATION",0.248570266865247
"CZE","V1.0 (NGHGI 2023)","CO2",2017,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2017,"HWP",-1.04608873157992
"CZE","V1.0 (NGHGI 2023)","CO2",2017,"OTHER",-0.344857483428478
"CZE","V1.0 (NGHGI 2023)","CO2",2018,"LULUCF",0.961493869114124
"CZE","V1.0 (NGHGI 2023)","CO2",2018,"FOREST",2.63214045288125
"CZE","V1.0 (NGHGI 2023)","CO2",2018,"DEFORESTATION",0.140790282442046
"CZE","V1.0 (NGHGI 2023)","CO2",2018,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2018,"HWP",-1.42812557106036
"CZE","V1.0 (NGHGI 2023)","CO2",2018,"OTHER",-0.383311295148812
"CZE","V1.0 (NGHGI 2023)","CO2",2019,"LULUCF",7.72783314707896
"CZE","V1.0 (NGHGI 2023)","CO2",2019,"FOREST",9.79997772792332
"CZE","V1.0 (NGHGI 2023)","CO2",2019,"DEFORESTATION",0.170339772645504
"CZE","V1.0 (NGHGI 2023)","CO2",2019,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2019,"HWP",-1.82590620693397
"CZE","V1.0 (NGHGI 2023)","CO2",2019,"OTHER",-0.416578146555888
"CZE","V1.0 (NGHGI 2023)","CO2",2020,"LULUCF",11.2143795363446
"CZE","V1.0 (NGHGI 2023)","CO2",2020,"FOREST",14.1885527920223
"CZE","V1.0 (NGHGI 2023)","CO2",2020,"DEFORESTATION",0.185170955462306
"CZE","V1.0 (NGHGI 2023)","CO2",2020,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2020,"HWP",-2.79215699394235
"CZE","V1.0 (NGHGI 2023)","CO2",2020,"OTHER",-0.36718721719763
"CZE","V1.0 (NGHGI 2023)","CO2",2021,"LULUCF",8.34209831200149
"CZE","V1.0 (NGHGI 2023)","CO2",2021,"FOREST",10.9840404019422
"CZE","V1.0 (NGHGI 2023)","CO2",2021,"DEFORESTATION",0.267968523068318
"CZE","V1.0 (NGHGI 2023)","CO2",2021,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2021,"HWP",-2.45673587685687
"CZE","V1.0 (NGHGI 2023)","CO2",2021,"OTHER",-0.453174736152174
"CZE","V1.0 (NGHGI 2023)","CO2",2022,"LULUCF",8.34209831200149
"CZE","V1.0 (NGHGI 2023)","CO2",2022,"FOREST",10.9840404019422
"CZE","V1.0 (NGHGI 2023)","CO2",2022,"DEFORESTATION",0.267968523068318
"CZE","V1.0 (NGHGI 2023)","CO2",2022,"ORG_SOILS",0
"CZE","V1.0 (NGHGI 2023)","CO2",2022,"HWP",-2.45673587685687
"CZE","V1.0 (NGHGI 2023)","CO2",2022,"OTHER",-0.453174736152174
"COD","V1.0 (NGHGI 2023)","CO2",2000,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2000,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2000,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2000,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2001,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2001,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2001,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2001,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2002,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2002,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2002,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2002,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2003,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2003,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2003,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2003,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2004,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2004,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2004,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2004,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2005,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2005,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2005,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2005,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2006,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2006,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2006,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2006,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2007,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2007,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2007,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2007,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2008,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2008,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2008,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2008,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2009,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2009,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2009,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2009,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2010,"LULUCF",416.345685
"COD","V1.0 (NGHGI 2023)","CO2",2010,"FOREST",-139.59001
"COD","V1.0 (NGHGI 2023)","CO2",2010,"DEFORESTATION",483.736055
"COD","V1.0 (NGHGI 2023)","CO2",2010,"OTHER",72.19964
"COD","V1.0 (NGHGI 2023)","CO2",2011,"LULUCF",523.066387
"COD","V1.0 (NGHGI 2023)","CO2",2011,"FOREST",-343.13189
"COD","V1.0 (NGHGI 2023)","CO2",2011,"DEFORESTATION",830.527117
"COD","V1.0 (NGHGI 2023)","CO2",2011,"OTHER",35.67116
"COD","V1.0 (NGHGI 2023)","CO2",2012,"LULUCF",523.066387
"COD","V1.0 (NGHGI 2023)","CO2",2012,"FOREST",-343.13189
"COD","V1.0 (NGHGI 2023)","CO2",2012,"DEFORESTATION",830.527117
"COD","V1.0 (NGHGI 2023)","CO2",2012,"OTHER",35.67116
"COD","V1.0 (NGHGI 2023)","CO2",2013,"LULUCF",523.066387
"COD","V1.0 (NGHGI 2023)","CO2",2013,"FOREST",-343.13189
"COD","V1.0 (NGHGI 2023)","CO2",2013,"DEFORESTATION",830.527117
"COD","V1.0 (NGHGI 2023)","CO2",2013,"OTHER",35.67116
"COD","V1.0 (NGHGI 2023)","CO2",2014,"LULUCF",523.066387
"COD","V1.0 (NGHGI 2023)","CO2",2014,"FOREST",-343.13189
"COD","V1.0 (NGHGI 2023)","CO2",2014,"DEFORESTATION",830.527117
"COD","V1.0 (NGHGI 2023)","CO2",2014,"OTHER",35.67116
"COD","V1.0 (NGHGI 2023)","CO2",2015,"LULUCF",2.33271200000001
"COD","V1.0 (NGHGI 2023)","CO2",2015,"FOREST",-537.85559
"COD","V1.0 (NGHGI 2023)","CO2",2015,"DEFORESTATION",529.225362
"COD","V1.0 (NGHGI 2023)","CO2",2015,"OTHER",10.96294
"COD","V1.0 (NGHGI 2023)","CO2",2016,"LULUCF",2.33271200000001
"COD","V1.0 (NGHGI 2023)","CO2",2016,"FOREST",-537.85559
"COD","V1.0 (NGHGI 2023)","CO2",2016,"DEFORESTATION",529.225362
"COD","V1.0 (NGHGI 2023)","CO2",2016,"OTHER",10.96294
"COD","V1.0 (NGHGI 2023)","CO2",2017,"LULUCF",2.33271200000001
"COD","V1.0 (NGHGI 2023)","CO2",2017,"FOREST",-537.85559
"COD","V1.0 (NGHGI 2023)","CO2",2017,"DEFORESTATION",529.225362
"COD","V1.0 (NGHGI 2023)","CO2",2017,"OTHER",10.96294
"COD","V1.0 (NGHGI 2023)","CO2",2018,"LULUCF",2.33271200000001
"COD","V1.0 (NGHGI 2023)","CO2",2018,"FOREST",-537.85559
"COD","V1.0 (NGHGI 2023)","CO2",2018,"DEFORESTATION",529.225362
"COD","V1.0 (NGHGI 2023)","CO2",2018,"OTHER",10.96294
"COD","V1.0 (NGHGI 2023)","CO2",2019,"LULUCF",2.33271200000001
"COD","V1.0 (NGHGI 2023)","CO2",2019,"FOREST",-537.85559
"COD","V1.0 (NGHGI 2023)","CO2",2019,"DEFORESTATION",529.225362
"COD","V1.0 (NGHGI 2023)","CO2",2019,"OTHER",10.96294
"COD","V1.0 (NGHGI 2023)","CO2",2020,"LULUCF",2.33271200000001
"COD","V1.0 (NGHGI 2023)","CO2",2020,"FOREST",-537.85559
"COD","V1.0 (NGHGI 2023)","CO2",2020,"DEFORESTATION",529.225362
